model_size,data_size,train_loss,test_loss
49278.0,469.0,17.047786855748466,4.465992871945659
49278.0,938.0,10.556486876979312,2.7083286179330783
49278.0,1407.0,8.019241559877198,2.4868478722894154
182928.0,469.0,13.897413841696945,3.6540343753826883
182928.0,938.0,8.438405868134646,2.672714941893904
182928.0,1407.0,6.87897278078287,2.2718236198166784
